年;月;日;时;分;秒;纬;经;mw
2002;10;30;18;7;15;23.33;93.88;3.76
2003;4;17;3;23;8;37.23;71.5;3.65
2003;6;6;3;19;26;37.15;72.93;3.65
2003;12;2;3;58;20;36.36;71.47;4.67
2003;12;8;5;54;56;36.32;72.26;3.75
2004;3;9;12;12;52;38.45;72.84;3.65
2004;5;12;16;14;21;34.92;71.93;3.98
2005;6;24;22;45;35;36.04;71.43;3.86
2006;2;20;4;5;60;36.06;70.9;3.4
2006;10;9;16;34;2;36.86;71.34;4.21
2006;9;29;12;13;6;23.65;94.2;4.56
2007;2;11;15;55;25;36.5;71.47;3.98
2007;5;15;23;23;23;26.34;95.96;4.32
2007;7;22;6;52;31;20.96;94.6;3.65
2007;8;11;1;30;32;37.34;70.39;3.75
2008;5;28;23;27;50;37.0;71.33;4.09
2008;12;31;14;56;55;36.0;71.23;4.79
2009;1;20;9;26;13;36.06;69.8;5.37
2011;3;8;17;48;32;23.0;94.13;4.32
2014;10;24;5;11;55;23.83;94.63;4.2
2013;2;8;19;32;4;36.08;70.03;4.21
2012;7;19;7;36;35;37.22;71.37;5.66
1971;5;16;17;20;58;36.19;77.96;4.74
1974;6;22;1;56;47;28.36;103.99;4.95
1996;7;6;8;12;46;29.87;87.98;3.75
2000;1;25;16;37;42;27.12;92.47;4.32
2001;5;29;22;53;3;38.68;73.56;4.56
2002;6;27;2;34;56;34.62;83.01;3.86
2002;9;13;3;7;4;38.67;73.41;4.32
2005;7;14;2;38;18;36.63;77.16;3.98
1995;3;9;21;33;28;37.8;72.53;4.32
1994;5;5;6;34;45;37.02;71.78;4.44
1993;6;6;11;5;9;36.39;71.29;4.67
1992;11;10;6;16;7;37.26;71.81;4.41
1991;12;14;7;4;59;23.72;94.5;4.44
1990;10;11;23;14;16;36.69;71.15;4.21
1990;5;24;9;3;50;26.54;95.52;4.9
1989;11;11;5;4;28;21.09;94.33;4.21
1988;9;29;19;20;36;36.08;70.83;3.98
1988;6;3;5;49;59;36.57;71.49;5.14
1988;1;9;1;16;12;34.44;73.33;4.63
1985;7;29;15;58;37;36.24;71.28;5.02
1985;1;2;21;51;45;36.46;71.33;4.79
1984;1;19;19;8;11;36.03;70.22;4.3
1982;5;17;23;17;52;25.34;94.99;4.74
1981;12;15;21;15;13;35.95;70.07;4.63
1981;6;29;18;22;26;35.6;69.88;4.19
1981;2;23;13;33;49;36.55;71.37;4.41
1980;9;4;4;49;58;36.29;71.39;5.06
1980;2;14;23;22;57;37.28;71.47;4.41
1978;2;2;12;49;48;36.78;71.15;4.63
1977;9;9;21;5;12;36.47;71.31;5.17
1977;1;16;0;30;11;35.95;70.75;5.06
1969;1;27;10;59;32;37.21;71.37;5.06
1965;2;25;10;34;7;23.63;94.64;5.39
1964;3;20;19;0;53;23.47;94.39;5.39
1996;4;17;21;48;33;35.74;70.58;3.98
1997;6;6;3;8;15;24.19;94.08;4.19
1998;1;20;18;3;57;36.34;71.32;4.9
1998;5;27;10;39;57;37.08;70.5;3.98
1998;7;2;11;59;52;37.29;71.45;3.76
1998;12;2;1;4;26;24.97;94.98;4.32
1999;5;6;22;33;57;21.91;94.93;3.87
2002;3;25;17;37;49;36.08;69.57;3.63
2001;2;2;21;23;32;36.43;71.33;3.98
2002;5;23;19;40;57;37.68;72.3;3.63
2002;3;25;16;21;46;36.05;69.56;3.75
2002;3;25;13;7;38;36.66;71.29;3.76
2002;10;22;9;18;57;23.97;96.28;3.22
2002;11;30;15;28;34;22.69;94.29;4.09
2003;3;11;18;14;18;38.67;69.95;3.51
2003;7;20;4;51;28;25.09;95.68;3.65
2003;9;17;21;7;48;36.48;71.72;3.98
2004;7;1;17;16;15;24.42;94.13;3.33
2004;11;10;18;13;24;22.78;94.07;3.54
2005;6;12;3;42;32;26.46;95.98;4.09
2005;9;15;4;10;7;36.07;70.86;4.21
2005;9;17;18;53;30;37.68;72.19;4.09
2005;12;17;11;2;39;21.78;93.52;3.98
2007;1;9;5;27;22;19.13;95.35;4.9
2006;7;22;13;13;1;21.09;94.55;4.67
2008;4;26;9;42;9;37.12;71.65;4.79
2008;11;18;3;48;5;36.31;71.79;3.86
2008;12;22;19;44;46;21.9;94.83;3.65
2007;7;30;12;3;5;36.97;71.22;3.98
2008;1;4;23;26;60;36.14;70.74;3.98
2008;1;30;11;7;34;36.06;71.36;4.21
2009;4;17;21;14;24;25.34;95.02;4.67
2013;10;29;7;51;27;22.99;94.38;4.4
2013;5;22;13;45;18;36.08;69.82;3.98
2014;8;16;16;39;57;24.66;94.76;4.97
1966;12;15;2;8;6;21.49;94.32;5.73
2000;5;12;23;10;29;35.9;70.78;6.26
1963;6;26;14;9;21;36.3;76.49;6.0
1973;7;29;11;27;17;38.59;73.55;4.52
1978;9;26;5;19;54;29.82;99.58;4.95
1979;4;17;17;1;57;38.61;73.41;5.23
1985;4;27;1;31;28;38.68;73.2;5.58
1985;6;13;14;57;50;36.53;76.97;5.14
1992;3;25;22;59;41;27.77;92.77;4.19
2004;7;3;7;10;24;26.95;91.85;3.33
2005;5;21;19;26;48;35.54;89.8;3.86
2013;6;9;2;14;19;36.89;77.25;4.21
1995;11;2;14;41;15;36.07;70.56;4.44
1995;10;28;17;13;42;36.23;69.29;3.98
1995;8;8;12;48;15;37.37;71.88;4.21
1994;4;4;18;35;51;37.11;71.5;4.79
1992;10;12;3;38;27;36.82;71.71;5.25
1990;7;3;18;22;18;37.11;71.62;4.79
1989;7;15;0;9;15;22.91;93.94;5.57
1988;9;1;3;57;33;37.87;72.57;4.79
1988;8;8;11;54;58;25.08;95.34;4.67
1985;10;3;18;7;41;36.53;71.62;5.6
1985;8;5;15;24;21;36.22;71.23;4.67
1984;2;29;17;8;37;37.11;71.11;4.95
1981;3;9;18;57;44;37.06;71.53;4.74
1980;11;24;20;26;11;37.3;71.73;4.3
1979;8;1;8;58;25;26.18;95.6;4.84
1979;7;11;15;30;15;36.03;70.89;4.52
1978;9;29;8;59;28;21.43;94.75;4.63
1974;6;12;18;40;48;36.87;71.4;4.74
1973;5;19;11;6;53;36.49;71.26;4.84
1972;8;3;22;28;5;36.1;70.5;4.95
1970;7;7;4;13;39;24.34;94.64;4.63
1965;1;27;14;47;60;35.65;69.6;4.3
1996;3;21;17;27;53;21.2;94.29;3.87
1996;6;2;16;20;24;36.98;71.73;3.63
1997;12;17;19;35;28;22.54;93.77;3.65
1998;3;11;15;34;9;25.1;94.88;4.56
2000;10;14;13;51;40;36.21;71.13;5.02
2000;7;31;3;15;18;22.28;94.31;3.87
2002;1;11;1;25;28;37.04;71.74;4.44
2001;2;4;13;3;42;23.91;94.28;4.19
2003;12;9;22;48;37;36.23;71.06;3.28
2004;3;20;19;20;35;23.63;94.79;4.9
2004;5;11;16;9;3;36.36;71.1;3.75
2004;5;22;17;13;41;38.04;72.89;3.54
2005;2;22;7;46;27;23.58;94.54;4.44
2006;1;10;14;10;5;36.78;71.14;3.75
2005;4;2;1;55;39;24.34;94.56;3.4
2006;4;18;3;4;57;36.5;71.55;3.33
2008;2;4;21;19;23;37.13;71.58;4.56
2006;10;11;7;50;14;21.5;94.0;3.98
2008;8;12;5;25;36;36.42;71.5;5.0
2007;4;30;21;57;27;38.54;72.37;3.44
2007;7;27;7;11;28;21.07;95.26;3.98
2007;8;18;0;56;17;22.93;94.2;4.32
2010;4;21;23;54;33;36.36;71.58;4.56
2010;11;2;21;30;8;36.42;71.17;5.25
2010;11;1;0;18;13;26.02;95.47;3.87
2010;9;26;14;31;23;25.87;95.36;3.65
2013;2;17;1;35;8;36.44;71.67;5.1
2013;7;18;9;31;34;35.56;69.71;3.98
1964;7;6;10;13;46;37.02;71.27;5.81
1981;2;23;8;2;16;36.34;71.39;5.93
1975;1;31;12;38;60;28.4;84.8;5.24
1979;5;24;23;39;30;36.55;77.96;4.61
1979;9;9;10;44;48;38.67;73.36;4.27
2005;8;20;12;50;52;31.08;88.09;4.93
1970;5;17;20;2;54;38.56;75.1;4.3
1975;12;18;8;27;20;35.7;80.2;5.06
1976;6;19;11;27;2;38.22;75.79;4.3
1978;3;14;11;38;45;35.78;77.39;4.84
1978;6;15;1;48;60;38.57;73.53;4.09
1978;12;27;20;26;16;38.68;73.44;4.52
1981;10;3;12;43;29;38.88;73.64;4.19
1984;9;26;17;44;27;36.81;76.75;4.84
1992;6;19;14;2;23;38.33;75.94;4.21
1995;11;2;10;43;1;24.05;103.54;3.86
1997;3;30;7;20;21;37.14;95.75;3.87
2005;4;23;3;59;15;38.45;73.39;3.65
2007;6;9;7;7;33;28.33;87.68;3.51
2009;3;4;16;48;20;36.56;77.42;3.65
2009;10;14;17;27;18;36.5;77.7;4.19
2011;3;23;5;55;56;36.38;76.58;4.8
1995;1;26;7;0;46;36.13;71.29;5.22
1994;11;22;0;16;36;25.05;95.85;4.21
1994;5;26;20;56;5;37.23;70.26;3.75
1993;5;11;12;5;4;22.27;94.27;4.63
1992;3;1;21;13;27;36.0;71.21;3.86
1990;4;28;6;33;50;36.89;71.02;4.79
1990;2;27;3;26;8;36.53;71.44;5.02
1989;8;10;14;37;32;36.25;71.23;4.9
1986;2;24;0;27;31;36.04;70.48;5.14
1985;7;29;19;26;40;36.64;71.1;3.54
1984;6;14;15;17;16;29.22;81.34;4.19
1984;5;3;11;40;60;37.17;70.44;4.3
1984;2;28;23;50;37;22.18;94.57;4.95
1983;10;21;8;44;47;21.87;94.37;5.26
1982;9;30;21;31;6;36.34;71.35;4.63
1981;10;20;14;44;26;36.73;70.7;3.98
1979;3;2;1;36;38;35.97;70.58;5.06
1979;1;15;12;41;47;36.6;72.14;4.3
1978;11;7;22;7;20;37.27;71.45;4.95
1978;11;29;3;11;57;36.44;71.11;4.3
1978;8;19;0;46;28;36.52;71.43;3.98
1978;6;21;17;45;12;35.86;72.58;4.52
1978;5;9;22;51;22;36.6;71.02;3.76
1978;5;16;6;31;57;33.18;75.33;4.3
1978;5;17;8;39;15;32.89;75.73;4.19
1978;4;6;7;19;20;37.32;70.29;4.52
1978;4;22;22;21;41;36.11;70.33;4.09
1978;4;26;4;49;30;39.33;69.0;4.3
1978;4;30;2;12;22;36.11;70.58;4.09
1978;3;23;16;20;35;37.98;72.71;4.41
1978;3;25;9;54;48;39.14;71.57;4.63
1976;5;14;11;50;35;36.34;71.43;4.63
1976;1;9;23;50;16;32.78;75.98;4.74
1975;8;23;12;58;5;36.01;70.58;4.63
1975;3;4;17;0;52;36.27;71.54;4.95
1974;7;7;20;56;55;30.6;78.5;4.95
1972;8;14;7;16;19;36.57;71.51;4.84
1970;2;26;19;30;15;27.48;85.98;5.28
1970;1;2;20;1;2;32.5;76.0;4.3
1968;1;23;3;22;46;26.01;95.65;5.06
1967;8;12;22;54;37;37.15;71.32;5.39
1967;2;20;15;39;54;33.48;74.83;4.19
1996;8;2;21;7;3;21.31;94.19;3.4
1996;12;5;1;40;36;25.44;96.42;3.51
1997;6;2;8;59;9;35.92;70.73;5.14
1998;3;23;10;32;25;35.8;69.26;3.86
1998;6;7;8;56;17;37.14;70.47;4.44
1999;3;8;20;11;42;36.82;71.43;3.98
2000;1;19;21;39;32;38.42;72.84;3.63
2000;2;3;8;33;43;26.5;96.45;4.32
2000;5;28;1;12;20;36.49;71.32;3.63
2002;7;6;15;1;36;38.38;73.15;4.44
2002;6;4;0;12;28;36.2;71.55;4.19
2002;12;19;15;23;41;36.85;71.17;3.98
2002;12;29;1;36;43;36.55;71.81;3.98
2003;8;2;5;43;40;36.62;71.32;3.65
2005;6;14;11;37;19;26.02;95.65;5.02
2004;2;19;13;58;1;24.13;94.12;3.54
2004;2;22;16;42;40;35.89;70.59;4.44
2004;4;25;14;28;54;36.26;71.0;3.63
2004;8;7;10;26;58;22.54;94.15;4.21
2004;8;14;0;37;44;36.25;71.48;3.98
2005;2;18;21;20;46;36.45;71.38;3.51
2005;4;21;15;51;58;37.1;71.61;4.09
2006;1;25;8;7;21;35.81;70.01;4.44
2005;10;9;18;40;60;25.39;95.43;3.98
2007;1;1;15;6;40;35.67;69.95;3.44
2008;5;2;20;11;40;37.31;71.67;4.32
2007;4;2;7;37;4;36.36;71.13;3.76
2007;5;7;5;58;33;23.02;94.58;5.0
2007;5;26;16;45;59;36.81;74.1;3.86
2007;5;27;15;2;54;23.31;94.43;3.54
2009;3;6;18;31;21;24.32;94.6;3.33
2007;8;26;3;20;29;23.42;94.13;3.75
2008;5;27;16;35;48;37.59;72.09;3.98
2007;11;22;22;54;20;35.92;70.86;4.32
2010;1;23;16;7;43;36.52;71.46;5.25
2010;9;4;1;35;17;24.11;94.33;3.76
2011;4;9;16;38;42;24.2;94.46;3.98
2011;7;28;16;17;48;24.24;94.48;3.76
2009;11;21;21;20;11;23.93;94.42;3.65
2011;6;13;13;18;12;24.21;94.26;3.98
2011;12;18;19;5;34;23.92;94.38;3.76
2012;1;6;6;24;0;23.78;94.31;3.87
2012;7;24;20;21;10;23.86;94.34;3.76
2013;7;3;23;10;35;37.17;71.3;4.21
2015;2;12;14;33;8;23.97;93.93;5.08
2001;11;23;20;43;4;36.41;71.53;6.04
1992;3;27;0;5;22;20.87;94.63;5.57
1979;4;17;17;1;57;39.28;74.29;5.21
1974;7;25;5;48;20;39.58;77.3;4.52
1996;3;13;6;4;29;35.32;78.69;4.21
1996;4;3;7;52;16;37.68;76.05;3.76
1996;11;2;15;24;35;41.19;79.03;3.76
1997;11;2;14;53;57;28.25;95.55;3.75
2002;12;22;19;12;60;29.56;89.07;3.4
2007;4;11;3;47;28;35.34;78.38;4.44
2007;7;30;14;27;53;36.46;76.92;4.9
1994;4;17;5;46;50;37.01;71.42;4.56
1993;8;2;16;48;15;36.97;71.4;4.67
1993;4;1;18;41;36;23.15;94.45;4.67
1992;11;11;23;9;44;22.55;94.36;4.44
1992;2;11;10;15;34;36.42;71.61;4.44
1990;7;5;14;20;56;23.42;94.26;4.09
1990;4;19;3;45;50;36.59;70.78;4.56
1989;9;15;6;11;37;36.95;71.1;3.76
1988;9;9;21;19;27;36.58;71.45;4.79
1988;9;10;15;19;16;35.96;70.64;4.67
1988;9;26;7;16;59;36.36;71.41;5.42
1988;6;28;2;30;19;20.1;94.98;4.67
1986;5;9;23;2;29;21.66;94.45;5.02
1985;7;19;0;6;9;35.97;69.87;4.32
1985;7;31;10;31;48;36.22;71.15;4.56
1985;4;2;19;48;2;24.31;94.46;4.44
1984;11;12;9;20;37;36.95;71.45;4.63
1984;2;9;12;50;5;36.05;71.04;3.87
1982;11;8;8;8;39;35.44;69.59;4.95
1982;2;1;15;0;27;37.32;71.39;4.95
1981;5;1;4;8;10;23.32;94.64;4.98
1981;1;16;21;46;22;36.01;70.98;4.84
1980;5;21;13;1;39;37.37;71.11;4.52
1980;3;28;16;15;4;23.89;94.59;5.06
1978;1;8;6;32;59;24.73;95.2;5.28
1977;3;17;4;34;23;35.68;71.15;4.95
1976;10;11;0;2;22;36.11;70.72;4.52
1976;6;5;10;46;15;26.01;96.08;4.19
1975;6;5;19;28;50;36.33;71.4;4.84
1974;7;30;11;41;30;35.48;71.46;5.28
1970;7;15;22;35;45;37.08;71.47;4.19
1968;10;3;15;20;56;18.3;94.98;4.84
1968;3;11;17;44;42;35.7;70.86;4.84
1967;2;18;11;27;25;36.41;71.35;4.19
1965;12;5;22;1;39;23.34;94.46;5.39
1996;9;2;1;57;20;35.96;71.05;4.32
1998;2;27;23;27;9;36.78;71.55;4.56
1998;10;16;0;5;36;23.82;94.74;5.33
1999;1;7;10;15;9;23.52;94.44;4.32
2000;5;30;19;42;33;36.36;71.49;4.93
2000;12;27;5;22;38;36.0;70.6;4.21
2001;10;25;17;5;46;22.8;94.38;4.32
2002;5;25;21;32;36;21.38;94.69;3.87
2002;11;25;0;19;42;36.43;71.46;3.76
2003;1;7;6;29;24;36.29;71.44;3.86
2003;9;30;11;35;43;36.19;69.18;4.09
2004;2;4;4;59;32;36.13;70.9;4.44
2004;5;1;19;11;53;23.34;94.24;3.76
2007;1;14;1;31;50;38.21;73.3;4.56
2007;1;18;1;29;25;36.87;71.21;4.32
2006;3;22;0;2;53;37.03;71.57;3.28
2006;8;11;17;0;47;38.29;73.06;3.75
2008;10;20;5;21;45;36.07;71.3;4.56
2009;1;1;18;55;30;20.97;94.53;3.22
2008;8;16;21;43;6;22.95;93.6;3.76
2007;9;25;2;43;24;22.56;93.95;4.19
2008;10;19;1;19;18;36.5;71.11;3.86
2009;5;9;4;39;57;21.51;94.28;3.76
2008;3;25;21;45;51;37.31;72.01;4.21
2009;11;3;16;26;5;21.81;94.66;3.98
2010;5;13;14;54;2;22.02;94.25;3.87
2010;9;1;18;4;46;20.07;94.97;3.98
2011;4;25;0;54;34;36.23;72.21;5.14
2011;4;8;5;39;38;21.69;94.55;4.56
2009;10;3;23;42;18;20.16;94.88;3.87
2010;8;8;8;46;40;21.87;94.42;3.87
2012;2;29;12;24;23;20.0;95.2;3.98
2012;3;29;0;23;19;21.54;94.58;4.56
2012;3;26;20;52;7;21.67;94.65;3.76
2012;9;21;14;20;44;26.1;95.1;3.54
2012;9;29;2;43;31;21.87;94.4;3.98
2014;9;13;22;31;60;35.84;70.5;5.21
1975;5;14;22;23;4;36.09;70.93;5.51
1971;4;8;18;33;36;38.46;73.31;5.28
1974;4;13;15;34;38;36.63;77.18;4.95
1996;11;25;1;52;58;35.53;78.13;3.98
1997;4;8;10;26;29;39.39;77.04;3.65
1997;11;28;3;39;42;35.13;87.59;3.98
2002;7;18;23;24;25;28.09;88.03;3.86
2003;2;3;16;6;48;31.58;83.14;3.65
2004;6;27;11;53;43;38.39;73.73;3.98
2004;7;11;23;28;23;30.75;83.75;3.87
2006;1;4;10;45;16;38.77;73.44;4.44
2007;6;28;1;24;33;36.73;76.42;3.65
2010;4;8;22;41;33;36.66;77.38;4.44
1994;6;3;15;53;18;36.8;71.71;4.79
1991;7;14;22;1;40;36.91;71.16;3.98
1989;12;29;21;26;10;24.13;94.27;4.32
1988;10;16;9;22;57;36.73;71.33;4.32
1987;7;3;1;18;57;36.22;71.19;5.14
1987;4;2;18;45;43;36.17;71.19;5.58
1987;1;18;13;3;49;36.25;71.24;4.9
1985;8;3;11;58;17;36.14;70.85;5.12
1985;8;13;3;42;45;36.24;71.1;5.25
1984;7;16;6;32;22;36.25;69.71;4.3
1983;12;7;4;53;50;35.98;70.95;5.28
1983;6;16;10;50;46;26.03;95.62;4.95
1981;5;15;1;51;13;38.39;73.25;5.06
1980;10;29;12;57;22;37.03;71.29;4.63
1979;12;12;10;3;41;37.13;71.47;5.17
1979;8;29;5;25;56;37.01;71.44;4.84
1979;7;19;4;37;11;37.15;71.75;4.95
1978;11;11;15;32;25;36.41;71.21;3.87
1978;10;20;17;21;47;24.18;94.68;5.33
1976;3;31;21;9;38;36.28;71.54;5.06
1975;2;23;12;29;43;36.57;70.66;4.52
1972;6;20;5;26;6;36.56;71.56;5.39
1971;10;16;6;11;39;37.13;71.36;4.84
1970;9;5;19;26;25;37.14;71.4;5.28
1970;4;6;5;7;60;26.75;96.47;5.28
1967;2;12;16;6;49;35.9;70.95;5.28
1966;7;26;15;15;32;36.77;71.46;5.17
1965;4;9;1;15;12;38.32;72.79;5.17
1996;11;15;23;19;43;36.63;72.2;4.56
1997;1;13;4;23;5;36.38;71.35;3.76
1997;4;14;17;53;35;22.55;94.18;5.26
1999;4;12;12;18;40;22.27;94.54;4.19
1999;4;13;23;5;42;36.15;71.36;4.44
1999;6;29;3;35;59;36.34;71.3;4.79
1999;6;5;18;48;48;35.85;70.02;3.98
2000;5;12;23;19;59;35.96;70.42;4.63
2002;7;14;21;4;9;37.41;69.97;3.51
2002;12;23;0;13;7;36.11;71.29;4.79
2003;3;5;19;34;60;25.69;94.96;3.76
2003;3;8;7;7;44;36.71;72.27;3.86
2003;7;6;20;55;29;36.51;71.54;4.44
2003;10;14;12;20;1;23.86;94.08;3.76
2004;2;29;20;3;8;37.86;72.39;3.54
2005;1;14;18;17;35;21.92;94.55;4.32
2005;12;6;3;5;57;36.13;71.26;3.98
2006;1;18;11;0;26;36.07;70.8;4.09
2005;3;14;20;46;52;22.46;94.18;3.33
2006;5;9;23;17;40;25.99;95.48;4.67
2007;1;20;20;36;55;35.46;70.19;4.44
2008;5;7;22;41;54;36.19;71.29;3.51
2007;3;26;20;26;12;38.16;73.05;3.86
2007;4;11;4;47;36;36.54;71.12;3.86
2007;6;10;23;4;9;35.87;70.73;4.09
2007;11;11;22;10;41;36.98;71.78;4.09
2009;4;29;4;42;22;36.12;71.16;4.79
2010;2;22;1;51;39;35.93;70.71;4.79
2010;2;25;3;58;45;36.12;70.45;4.19
2010;6;28;3;30;22;35.41;70.66;3.76
2015;9;22;13;19;20;22.9;94.42;4.4
2013;4;10;23;4;22;36.43;71.5;4.21
1985;1;5;3;56;37;36.09;78.0;4.9
1988;11;14;9;3;11;30.16;82.14;4.56
1993;8;17;4;24;6;36.75;77.0;4.21
2002;7;5;8;39;28;26.8;93.19;3.98
2004;9;25;5;31;50;36.26;78.01;3.87
2007;10;6;7;51;46;37.71;74.52;4.21
1994;12;16;6;55;26;39.11;72.62;4.44
1992;6;16;18;59;21;36.8;71.57;4.79
1992;5;28;14;8;16;22.79;94.52;4.67
1992;1;5;2;14;17;21.5;94.48;4.56
1988;9;17;16;45;5;25.21;95.09;4.67
1988;8;31;6;1;29;36.26;71.29;4.9
1988;5;2;13;26;20;26.97;84.35;3.75
1985;8;4;11;57;9;36.23;71.08;5.14
1985;7;29;10;0;23;36.14;70.75;4.44
1985;7;29;11;15;3;36.2;71.03;5.14
1985;3;4;23;46;14;23.74;94.61;4.52
1984;1;31;9;11;0;36.06;69.25;4.74
1983;11;26;7;53;23;36.58;70.99;4.3
1983;5;7;10;24;18;22.89;94.76;4.84
1983;3;23;12;11;23;37.01;71.49;5.07
1982;4;3;7;55;55;22.35;94.42;4.95
1981;2;14;12;44;33;36.06;70.53;4.3
1979;1;8;2;41;36;38.5;73.2;4.95
1978;8;20;16;45;58;36.18;71.28;4.84
1975;4;2;2;43;4;36.28;70.98;4.52
1975;2;28;10;55;51;37.02;71.42;5.17
1967;6;18;16;39;14;37.27;71.61;5.06
1967;5;27;12;42;54;36.26;71.45;5.17
1965;12;25;17;43;24;37.12;71.43;5.39
1964;2;27;15;10;50;21.55;94.35;6.15
1996;10;31;4;47;47;23.05;94.48;4.44
1997;10;31;17;15;43;36.09;70.86;5.14
1997;11;25;1;31;59;35.97;71.02;3.98
1999;2;19;9;45;52;25.34;94.59;4.21
1999;12;26;2;44;40;24.68;94.56;3.63
2000;3;3;17;24;3;22.83;94.44;4.56
2000;7;20;5;54;4;25.7;95.27;4.32
2001;2;28;21;50;46;36.41;71.74;4.56
2001;3;28;12;33;56;36.16;71.23;4.56
2002;5;3;13;37;37;36.63;71.4;4.32
2002;4;6;23;28;60;36.24;69.59;3.51
2002;6;2;18;30;7;36.4;70.94;3.86
2002;4;6;7;41;9;20.97;94.35;3.65
2002;4;23;8;27;60;36.27;71.24;3.63
2003;1;26;4;27;9;24.84;94.17;3.65
2003;4;2;3;20;2;35.9;70.53;5.21
2004;3;1;18;19;5;36.08;71.14;3.98
2004;4;6;3;28;18;36.93;71.44;4.09
2004;4;24;13;54;57;23.01;94.04;4.09
2004;6;19;7;55;51;24.19;94.37;4.67
2005;7;10;16;18;43;35.89;70.15;4.67
2004;9;20;0;59;53;21.81;93.73;4.56
2005;6;4;2;30;43;36.02;70.33;4.56
2005;3;26;11;33;18;18.29;95.47;4.32
2005;4;9;1;29;19;36.51;71.38;3.76
2006;8;13;15;10;1;23.22;93.86;4.21
2007;1;13;13;1;20;36.11;70.98;3.75
2008;2;2;1;13;17;36.35;71.34;3.51
2006;9;24;8;45;20;22.61;94.3;4.44
2008;6;27;18;18;56;36.49;71.53;5.02
2008;7;12;2;21;8;36.68;71.09;4.09
2008;7;21;3;37;40;36.52;71.21;4.09
2008;9;4;1;59;22;37.51;71.95;3.98
2009;3;29;18;13;28;23.52;94.13;4.3
2007;7;27;20;28;43;26.74;95.5;3.54
2007;9;11;18;58;36;23.67;94.55;4.67
2007;11;7;2;27;5;23.23;94.42;3.4
2007;12;28;0;5;59;22.12;94.2;3.86
2008;9;24;17;59;33;36.09;71.28;5.2
2009;6;26;3;20;39;36.18;71.41;3.76
2009;12;9;21;56;1;23.47;94.31;4.56
2010;1;19;0;3;9;20.72;94.76;4.67
2009;11;27;6;47;55;23.73;94.39;3.65
2011;4;29;21;1;57;23.64;94.7;4.09
2011;8;21;1;26;50;23.2;94.31;3.87
2013;6;4;23;5;34;37.2;71.44;4.09
2013;7;20;9;14;15;21.89;94.3;4.8
1972;1;12;18;37;24;37.64;75.01;5.68
1985;7;29;7;54;46;36.12;70.91;7.38
1950;6;26;12;10;50;38.7;73.9;5.71
1953;12;21;1;42;3;38.0;75.1;5.56
1968;1;22;10;35;40;38.2;75.7;5.24
1914;3;28;10;44;48;25.0;99.0;6.9
1974;8;12;2;36;18;39.85;73.68;4.52
1974;8;14;23;50;10;39.27;74.49;4.3
1987;8;31;8;52;9;36.61;76.32;5.02
1992;3;18;4;38;56;38.78;73.62;4.41
1994;12;24;1;52;24;38.43;74.37;3.65
1996;5;1;17;27;59;40.32;77.72;3.87
1996;11;29;21;41;54;35.27;78.02;3.87
1999;2;7;0;14;60;35.17;78.52;3.33
2000;5;5;2;26;21;36.05;78.27;3.98
2000;12;28;19;44;26;31.72;86.79;3.33
2001;11;1;4;30;56;35.53;77.87;3.76
2002;3;30;2;20;32;29.41;95.83;3.98
2002;4;14;22;49;18;36.68;77.45;3.76
2004;4;20;21;56;51;29.2;93.43;4.19
2004;5;26;14;55;7;28.05;88.19;4.19
2004;9;30;18;27;15;35.99;78.77;3.87
2004;12;19;21;8;3;36.64;77.48;3.75
2005;4;17;4;1;34;30.6;83.77;3.44
2008;12;15;5;6;16;36.54;76.88;4.21
2009;10;7;3;22;55;38.84;73.02;3.76
2009;11;25;14;14;35;36.68;77.13;3.76
2010;4;23;0;2;29;35.67;77.62;4.67
2010;8;20;20;52;20;38.3;75.91;3.98
2011;4;29;12;11;56;37.99;75.73;3.76
2011;9;16;21;57;3;36.59;77.21;3.87
2012;4;3;5;21;55;39.72;75.28;3.65
2012;7;6;21;26;8;39.6;73.32;3.98
2012;7;23;4;43;17;29.22;100.07;3.98
2012;8;1;10;14;20;39.59;75.21;4.67
2012;8;6;14;15;48;35.71;77.77;4.32
2012;8;15;22;49;55;35.94;82.79;4.09
2012;10;2;0;44;11;30.43;83.78;3.76
2012;10;31;22;19;28;38.43;73.5;4.09
2012;12;16;18;17;26;40.18;77.84;4.21
1995;5;10;0;51;2;24.17;95.42;3.75
1995;4;17;8;21;13;37.04;72.11;4.09
1994;12;24;2;2;2;37.55;72.1;3.65
1994;8;30;10;0;5;36.48;71.22;4.19
1994;6;2;13;26;8;25.19;94.9;4.56
1993;4;27;4;19;52;38.12;73.14;3.54
1992;12;6;21;45;16;38.68;69.95;4.19
1992;11;7;15;8;3;38.06;73.08;4.09
1992;9;27;12;28;54;37.33;71.77;4.56
1991;12;11;17;45;39;38.0;72.85;3.98
1991;11;12;21;10;56;35.94;70.15;4.44
1990;12;12;17;16;36;37.39;72.1;4.56
1990;4;13;19;43;1;37.12;71.52;4.67
1990;1;5;11;35;44;36.22;71.27;4.67
1989;1;7;20;23;26;35.91;70.69;4.09
1988;8;31;3;19;4;25.19;94.86;4.09
1987;10;18;17;0;57;36.52;69.82;4.19
1987;9;28;13;1;10;23.66;94.9;4.95
1986;11;22;0;51;8;37.43;71.71;4.63
1986;6;16;14;4;43;36.14;70.92;5.02
1986;5;3;6;18;60;36.93;71.19;4.9
1986;5;5;6;21;35;36.29;71.28;4.56
1985;10;23;17;20;35;36.38;71.43;4.79
