Id,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Depth,SecError,LatError,LonError,DepError,LocCode,MagSize,MagError,MagType,MagCode,Log
15883339,2010,11,15,9,23,23.74,11.8183,43.9308,4.0,0.68,None,None,None,ISC,3.4,0.2,MS,ISC,
17185535,2010,11,15,10,26,20.08,11.5265,43.9543,10.0,1.4,None,None,None,ISC,3.2,0.1,MS,ISC,
17185537,2010,11,15,10,46,58.89,11.7411,44.0733,10.0,1.42,None,None,None,ISC,3.1,0.1,MS,ISC,
15651520,2010,11,15,11,12,20.33,11.7363,43.4488,11.0,0.51,None,None,2.7,ISC,4.1,0.1,MS,ISC,
17185539,2010,11,15,11,52,31.76,11.8287,43.43,10.0,0.91,None,None,None,ISC,3.2,0.1,MS,ISC,
17185540,2010,11,15,12,46,57.89,11.462,43.5503,14.0,1.0,None,None,None,ISC,3.2,0.2,MS,ISC,
17185541,2010,11,15,12,56,26.31,11.4386,43.9892,10.0,1.12,None,None,None,ISC,3.4,0.2,MS,ISC,
17185542,2010,11,15,13,2,36.06,11.9813,43.9774,4.0,0.9,None,None,None,ISC,3.2,0.2,MS,IDC,
15686862,2010,11,15,13,27,19.78,11.3777,43.5054,14.0,2.31,None,None,None,ISC,3.4,0.2,MS,IDC,
15658324,2010,11,15,13,37,48.77,12.0291,43.9034,4.0,0.54,None,None,None,ISC,4.0,0.2,MS,ISC,
17185543,2010,11,15,13,55,32.0,11.7798,43.5873,10.0,1.28,None,None,None,ISC,3.4,0.2,MS,IDC,
15809779,2010,11,15,17,54,4.67,11.9737,43.996,4.0,0.62,None,None,None,ISC,3.5,0.1,MS,ISC,
15809780,2010,11,15,18,37,1.72,11.8008,43.9665,4.0,0.52,None,None,None,ISC,4.0,0.1,MS,ISC,
17185549,2010,11,15,18,45,39.51,11.8473,43.9575,4.0,1.32,None,None,None,ISC,3.6,0.2,MS,IDC,
15883351,2010,11,15,19,2,45.2,11.7287,43.9526,10.0,0.82,None,None,None,ISC,3.5,0.1,MS,ISC,
15883354,2010,11,15,19,48,6.43,11.9203,43.831,4.0,0.66,None,None,None,ISC,3.8,0.1,MS,ISC,
17185556,2010,11,15,20,29,29.25,11.7275,43.1814,10.0,0.89,None,None,None,ISC,3.5,0.0,MS,ISC,
15652633,2010,11,15,20,44,7.38,11.985,43.8216,4.0,0.41,None,None,None,ISC,4.0,0.0,MS,ISC,
15688134,2010,11,15,22,26,39.01,37.4011,20.3054,12.5,1.16,None,None,7.97,ISC,2.8,0.1,MS,IDC,
15883340,2010,11,15,23,29,28.53,11.7573,43.7682,4.0,0.54,None,None,None,ISC,3.7,0.2,MS,IDC,
15652638,2010,11,15,23,35,28.6,11.9539,43.954,4.0,0.45,None,None,None,ISC,4.0,0.1,MS,ISC,
17185561,2010,11,16,0,5,17.0,11.7149,43.9744,10.0,0.88,None,None,None,ISC,3.1,0.1,MS,ISC,
15652641,2010,11,16,2,5,20.24,11.957,43.9277,4.0,0.36,None,None,None,ISC,4.6,0.2,MS,ISC,
17185565,2010,11,16,2,6,56.02,11.9934,43.9155,10.0,0.41,None,None,None,ISC,4.3,0.3,MS,ISC,
601901698,2010,11,16,2,7,3.69,11.9424,43.8838,4.0,0.52,None,None,None,ISC,3.4,0.3,ML,IDC,
15655852,2010,11,16,2,33,12.68,35.343,47.5957,10.0,0.52,None,None,None,ISC,3.7,0.2,ML,IDC,
17185569,2010,11,16,5,4,50.06,11.8126,43.9183,4.0,0.95,None,None,None,ISC,3.5,0.2,MS,ISC,
15654960,2010,11,16,10,50,34.8,37.314,36.3921,14.5,0.4,None,None,2.45,ISC,4.3,0.1,MS,ISC,
15883376,2010,11,16,12,19,56.88,34.7649,23.9072,27.0,0.55,None,None,None,ISC,3.2,0.1,MS,ISC,
15655305,2010,11,16,13,19,20.79,27.8582,57.1224,29.1,0.42,None,None,3.06,ISC,3.3,0.1,MS,ISC,
17185584,2010,11,16,14,14,25.84,11.798,43.9689,4.0,1.4,None,None,None,ISC,3.0,0.2,MS,ISC,
17185585,2010,11,16,14,24,41.5,11.8718,43.9567,4.0,0.98,None,None,None,ISC,3.3,0.1,MS,IDC,
17185588,2010,11,16,15,40,40.26,11.7804,43.9669,10.0,1.41,None,None,None,ISC,3.0,0.2,MS,IDC,
15655309,2010,11,16,15,51,27.77,11.962,43.9795,14.1,0.47,None,None,2.31,ISC,4.0,0.2,MS,ISC,
15939591,2010,11,16,16,32,23.48,37.3797,57.2327,11.5,1.12,None,None,8.4,ISC,3.6,0.1,ML,IDC,
15698636,2010,11,16,17,37,22.13,11.8916,43.9908,4.0,0.62,None,None,None,ISC,3.6,0.0,MS,IDC,
15698639,2010,11,16,17,38,23.35,11.6388,44.0006,10.0,0.53,None,None,None,ISC,3.5,0.0,MS,ISC,
16149220,2010,11,16,19,24,29.96,-6.4708,29.9673,10.0,0.84,None,None,None,ISC,4.1,0.3,ML,IDC,
16149224,2010,11,16,20,5,11.78,33.7523,25.3393,17.0,0.65,None,None,None,ISC,3.3,0.2,MS,IDC,
17185597,2010,11,16,22,49,4.61,11.5464,44.0275,10.0,0.92,None,None,None,ISC,3.6,0.1,MS,IDC,
15883365,2010,11,16,22,53,36.07,11.8147,44.0267,4.0,0.54,None,None,None,ISC,4.4,None,ML,NEIC,
15883366,2010,11,16,22,58,34.48,11.8017,43.9809,4.0,0.8,None,None,None,ISC,3.5,0.1,MS,ISC,
15698642,2010,11,17,1,45,10.88,12.174,43.5645,10.0,0.64,None,None,None,ISC,3.3,0.1,MS,ISC,
17185607,2010,11,17,3,32,17.21,11.7153,43.9124,10.0,1.23,None,None,None,ISC,3.1,0.2,MS,ISC,
17185614,2010,11,17,6,36,9.69,11.8668,44.0391,4.0,0.84,None,None,None,ISC,3.7,0.1,MS,ISC,
17185617,2010,11,17,8,28,57.79,11.9723,43.8075,4.0,1.12,None,None,None,ISC,3.5,0.1,MS,IDC,
15919324,2010,11,17,8,29,59.69,11.7678,43.9229,10.0,0.63,None,None,None,ISC,3.5,0.1,MS,ISC,
17185620,2010,11,17,9,42,45.89,11.909,43.8209,4.0,1.54,None,None,None,ISC,3.2,0.1,MS,ISC,
16149259,2010,11,17,12,35,41.8,-26.0055,29.7458,10.0,1.65,None,None,None,ISC,2.6,0.2,ML,IDC,
16149263,2010,11,17,14,21,2.43,34.9023,26.7695,8.3,1.33,None,None,9.26,ISC,2.4,0.3,ML,IDC,
16149267,2010,11,17,15,54,46.95,34.9792,22.4813,33.0,1.17,None,None,None,ISC,3.2,0.9,ML,IDC,
600817374,2010,11,17,20,28,29.02,12.0088,44.0495,4.0,0.46,None,None,None,ISC,4.1,0.2,MS,ISC,
15883386,2010,11,17,20,45,36.31,11.9683,43.9876,4.0,0.65,None,None,None,ISC,3.8,0.3,MS,ISC,
17185646,2010,11,17,21,0,59.94,11.6652,44.0999,10.0,1.61,None,None,None,ISC,3.4,0.2,MS,IDC,
17185648,2010,11,17,21,51,30.44,11.274,44.1211,10.0,1.08,None,None,None,ISC,3.2,0.2,MS,IDC,
15657689,2010,11,17,22,33,43.54,-7.5891,-13.3853,10.0,0.41,None,None,None,ISC,5.2,None,MW,GCMT,
15657695,2010,11,18,1,56,53.25,12.0871,43.9964,4.0,0.43,None,None,None,ISC,5.0,None,MW,GCMT,
15657697,2010,11,18,2,25,50.72,11.9657,43.875,4.0,0.36,None,None,None,ISC,3.8,0.1,MS,ISC,
17185660,2010,11,18,3,28,22.84,-7.733,-13.637,10.0,0.97,None,None,None,ISC,3.5,0.1,MS,ISC,
17185667,2010,11,18,8,34,8.35,11.8497,43.929,4.0,1.02,None,None,None,ISC,3.6,0.1,MS,ISC,
17185669,2010,11,18,11,36,36.97,11.7783,43.8421,10.0,2.09,None,None,None,ISC,3.3,0.1,MS,ISC,
17185679,2010,11,18,14,20,48.91,11.6502,44.1647,10.0,1.6,None,None,None,ISC,3.3,0.2,MS,IDC,
16149328,2010,11,18,17,15,46.33,34.8038,23.312,49.3,0.94,None,None,8.86,ISC,3.0,0.2,MS,IDC,
17185702,2010,11,19,13,27,24.61,30.0999,50.3244,22.0,2.15,None,None,None,ISC,2.9,0.2,MS,IDC,
17185704,2010,11,19,14,36,47.18,26.3386,57.568,10.0,1.25,None,None,None,ISC,2.7,0.2,MS,IDC,
17185706,2010,11,19,15,16,47.76,11.6627,43.9995,10.0,1.12,None,None,None,ISC,2.7,0.2,MS,ISC,
17185713,2010,11,20,0,11,41.05,-12.392,24.7623,10.0,1.02,None,None,None,ISC,4.0,0.2,ML,IDC,
15698654,2010,11,20,1,55,26.67,11.8187,44.0116,4.0,0.62,None,None,None,ISC,3.2,0.3,ML,IDC,
15664853,2010,11,20,11,53,57.15,12.0603,43.8184,4.0,0.47,None,None,None,ISC,3.6,0.1,MS,ISC,
17185751,2010,11,20,23,23,19.46,11.7276,44.0111,10.0,1.39,None,None,None,ISC,3.5,0.3,MS,ISC,
15665801,2010,11,20,23,38,35.57,11.8804,43.986,16.5,0.45,None,None,2.26,ISC,4.1,0.1,MS,ISC,
17185763,2010,11,21,4,34,7.58,27.1693,54.3282,10.0,0.58,None,None,None,ISC,3.3,0.3,ML,IDC,
16149452,2010,11,21,13,4,48.59,38.1204,22.0531,14.5,0.68,None,None,4.14,ISC,3.0,0.1,ML,IDC,
16149458,2010,11,21,14,22,26.0,37.3551,20.3066,9.4,1.44,None,None,9.14,ISC,2.6,0.1,ML,IDC,
15666137,2010,11,21,15,58,36.56,34.7907,52.6393,5.0,0.32,None,None,None,ISC,3.9,0.1,MS,ISC,
17185785,2010,11,21,16,6,48.86,34.7971,52.6574,12.0,1.12,None,None,8.54,ISC,3.4,0.0,ML,IDC,
17185788,2010,11,21,16,46,17.31,11.7944,43.9972,10.0,1.13,None,None,None,ISC,3.6,0.2,MS,ISC,
15904024,2010,11,21,22,12,26.03,11.8321,44.0596,4.0,0.68,None,None,None,ISC,3.9,0.1,MS,ISC,
15666368,2010,11,21,22,26,14.69,11.9201,44.0655,19.3,0.59,None,None,2.11,ISC,3.8,0.1,MS,ISC,
15688142,2010,11,22,2,14,27.03,38.9575,22.0493,15.6,0.69,None,None,4.41,ISC,3.0,0.2,ML,IDC,
15666378,2010,11,22,4,51,41.87,37.6748,35.4327,1.2,0.74,None,None,6.28,ISC,3.0,0.7,MS,IDC,
17185817,2010,11,22,5,41,48.86,11.9138,43.8005,4.0,1.06,None,None,None,ISC,3.8,0.1,MS,ISC,
15933166,2010,11,22,10,38,2.71,36.888,42.8546,10.0,0.65,None,None,None,ISC,3.0,0.3,MS,IDC,
17185836,2010,11,22,11,45,22.18,-36.1151,53.5252,14.0,0.76,None,None,None,ISC,3.6,0.1,MS,ISC,
15698667,2010,11,22,15,10,1.4,11.8861,43.9181,4.0,0.91,None,None,None,ISC,3.1,0.2,MS,ISC,
17185875,2010,11,22,22,3,22.11,11.8247,43.7546,4.0,0.62,None,None,None,ISC,3.5,0.2,ML,IDC,
17185878,2010,11,22,23,15,39.21,12.0184,43.824,4.0,1.14,None,None,None,ISC,3.0,0.7,MS,ISC,
17185887,2010,11,23,3,13,12.78,11.7825,43.9415,4.0,0.9,None,None,None,ISC,3.2,0.2,MS,ISC,
15698669,2010,11,23,4,47,7.79,11.7215,43.7841,10.0,0.67,None,None,None,ISC,3.6,0.2,MS,ISC,
16149603,2010,11,23,7,12,23.36,33.9186,25.0016,20.0,1.01,None,None,None,ISC,2.6,0.1,MS,IDC,
15698673,2010,11,23,14,31,36.58,11.9386,43.6653,10.0,0.6,None,None,None,ISC,3.9,0.1,MS,ISC,
15822381,2010,11,23,20,40,8.44,10.0468,42.8816,10.0,0.66,None,None,None,ISC,3.4,0.2,MS,ISC,
17185919,2010,11,23,20,50,5.45,11.7548,43.9121,4.0,0.89,None,None,None,ISC,3.5,0.0,MS,ISC,
17185928,2010,11,24,0,38,36.44,30.7717,56.7218,11.0,0.57,None,None,None,ISC,3.0,0.2,MS,IDC,
15919347,2010,11,24,8,20,46.54,11.9219,43.8635,4.0,0.87,None,None,None,ISC,3.6,0.1,MS,ISC,
17185958,2010,11,24,13,15,8.25,11.7379,44.0015,10.0,0.97,None,None,None,ISC,3.2,0.1,MS,ISC,
15671223,2010,11,24,13,36,19.79,11.9217,44.0879,16.6,0.56,None,None,3.26,ISC,3.8,0.1,MS,ISC,
17185971,2010,11,24,18,39,50.73,11.3738,44.0815,10.0,0.98,None,None,None,ISC,3.3,0.1,MS,ISC,
17185972,2010,11,24,18,53,40.41,11.266,44.0536,10.0,2.41,None,None,None,ISC,3.4,0.2,MS,ISC,
15919356,2010,11,24,19,9,9.1,11.9204,44.0285,4.0,0.71,None,None,None,ISC,3.7,0.1,MS,ISC,
17185982,2010,11,24,22,40,0.54,11.6458,44.1208,10.0,1.11,None,None,None,ISC,3.2,0.1,MS,IDC,
17186003,2010,11,25,5,9,43.44,11.8634,43.8546,4.0,0.74,None,None,None,ISC,3.4,0.0,MS,ISC,
17186004,2010,11,25,5,39,44.73,-1.5599,-13.3751,14.0,1.86,None,None,None,ISC,2.9,0.2,MS,IDC,
15671643,2010,11,25,7,11,7.91,11.8023,43.9497,20.3,0.59,None,None,7.36,ISC,3.8,0.1,MS,ISC,
17186021,2010,11,25,13,29,32.96,11.7514,43.9881,4.0,1.27,None,None,None,ISC,3.2,0.0,MS,ISC,
15677685,2010,11,25,13,43,56.87,12.0079,43.9734,4.0,0.5,None,None,None,ISC,3.8,0.1,MS,ISC,
17186033,2010,11,25,21,58,17.71,11.8604,43.8637,4.0,0.98,None,None,None,ISC,2.9,0.0,MS,ISC,
17186035,2010,11,25,22,39,10.19,11.7394,43.9426,10.0,1.31,None,None,None,ISC,3.4,0.2,MS,IDC,
15673035,2010,11,25,22,41,16.03,11.9854,44.0262,4.0,0.36,None,None,None,ISC,3.8,0.1,MS,ISC,
17186039,2010,11,26,1,7,1.6,31.2838,49.6415,10.0,0.53,None,None,None,ISC,2.8,0.1,MS,IDC,
15933230,2010,11,26,3,52,34.79,39.3334,20.421,13.7,0.68,None,None,4.47,ISC,3.1,0.2,ML,IDC,
15674101,2010,11,26,12,33,43.63,28.0598,52.5456,17.2,0.31,None,None,1.64,ISC,5.5,None,MW,GCMT,
15674104,2010,11,26,13,27,39.88,28.0251,52.6142,10.0,0.52,None,None,None,ISC,3.5,0.1,MS,IDC,
15803407,2010,11,26,18,16,8.13,28.0765,52.3985,15.0,0.47,None,None,None,ISC,4.9,0.2,MS,IDC,
15678224,2010,11,26,18,24,20.88,-17.7415,27.082,10.0,0.55,None,None,None,ISC,1.8,0.3,ML,IDC,
15940194,2010,11,26,19,46,7.43,35.9836,31.084,29.2,1.17,None,None,11.4,ISC,3.6,0.4,ML,IDC,
17186072,2010,11,26,20,13,7.42,28.0115,52.5791,15.0,0.65,None,None,None,ISC,3.7,0.2,ML,IDC,
15810818,2010,11,27,19,5,2.85,12.0215,43.9476,4.0,0.66,None,None,None,ISC,3.8,0.0,MS,IDC,
17186128,2010,11,28,5,19,45.91,11.6268,43.7875,10.0,0.72,None,None,None,ISC,3.6,0.1,MS,ISC,
17186143,2010,11,28,13,32,38.84,34.2282,26.0946,26.0,0.9,None,None,None,ISC,2.9,0.2,MS,IDC,
15933262,2010,11,28,14,37,16.7,28.0397,52.6053,15.0,0.58,None,None,None,ISC,2.8,0.1,MS,IDC,
17186157,2010,11,28,18,40,29.12,27.9522,52.6063,15.0,0.65,None,None,None,ISC,2.8,0.1,MS,IDC,
15933257,2010,11,28,21,44,47.87,-10.1788,33.8353,10.0,0.8,None,None,None,ISC,2.7,0.2,MS,IDC,
15675126,2010,11,29,1,37,14.23,-17.8375,-13.704,17.0,0.33,None,None,None,ISC,5.0,None,MW,GCMT,
17186166,2010,11,29,3,54,31.22,11.6233,43.9995,10.0,1.16,None,None,None,ISC,3.3,0.0,MS,IDC,
17186167,2010,11,29,4,1,40.91,11.8306,43.9663,4.0,0.9,None,None,None,ISC,3.5,0.2,MS,ISC,
17186168,2010,11,29,4,9,52.61,11.7716,44.058,10.0,1.14,None,None,None,ISC,3.6,0.2,MS,IDC,
17186169,2010,11,29,4,18,50.42,11.4688,44.1125,10.0,2.44,None,None,None,ISC,3.3,0.2,MS,IDC,
17186170,2010,11,29,4,44,22.81,11.7541,43.9318,4.0,0.84,None,None,None,ISC,3.5,0.2,MS,ISC,
17186195,2010,11,29,16,18,47.17,-0.0833,-18.074,10.0,0.89,None,None,None,ISC,3.5,0.1,MS,ISC,
15678109,2010,11,29,23,57,24.77,37.1354,-12.3317,10.0,0.88,None,None,None,ISC,2.8,0.2,MS,IDC,
15687434,2010,11,30,8,33,3.44,34.4201,7.7789,10.0,0.72,None,None,None,ISC,2.9,0.1,ML,IDC,
15679110,2010,11,30,9,34,21.66,12.0574,43.8545,4.0,0.49,None,None,None,ISC,4.2,0.1,MS,ISC,
15933290,2010,11,30,11,5,49.97,11.9033,43.8979,4.0,0.78,None,None,None,ISC,3.6,0.2,MS,ISC,
15698736,2010,11,30,14,32,30.48,-28.2549,-13.2004,10.0,0.96,None,None,None,ISC,5.1,None,MW,GCMT,
17186241,2010,11,30,16,1,42.11,28.085,52.4089,15.0,1.19,None,None,None,ISC,2.8,0.3,MS,IDC,
16150134,2010,11,30,21,43,47.56,35.0954,23.1748,0.2,1.72,None,None,11.5,ISC,2.8,0.3,ML,IDC,
15680235,2010,12,1,11,41,52.16,34.3963,15.329,10.0,0.72,None,None,None,ISC,3.1,0.3,MS,IDC,
15681902,2010,12,1,19,55,44.81,30.1285,51.5847,22.6,0.49,None,None,3.39,ISC,4.9,None,MW,GCMT,
15933342,2010,12,2,9,58,54.5,16.2336,53.009,35.0,0.6,None,None,None,ISC,3.6,0.1,MS,ISC,
15696089,2010,12,2,13,30,46.79,11.8778,44.0273,4.0,0.67,None,None,None,ISC,3.6,0.2,MS,ISC,
17186346,2010,12,2,23,49,54.44,11.3854,43.8276,10.0,1.88,None,None,None,ISC,3.2,0.3,MS,IDC,
17186359,2010,12,3,3,4,52.85,26.8215,55.1389,17.0,0.57,None,None,None,ISC,2.7,0.1,MS,IDC,
17186369,2010,12,3,5,51,24.75,11.7198,43.9524,10.0,2.32,None,None,None,ISC,2.9,0.0,MS,ISC,
15933368,2010,12,3,22,33,2.06,34.7257,29.9796,10.0,0.65,None,None,None,ISC,3.6,0.2,ML,IDC,
15687616,2010,12,4,3,49,9.22,36.4577,26.3931,128.2,0.45,None,None,3.84,ISC,2.8,0.2,MS,IDC,
16390201,2010,12,4,10,1,37.16,35.749,22.0798,14.9,1.41,None,None,9.33,ISC,2.7,0.2,MS,IDC,
16173427,2010,12,4,17,19,30.87,35.6661,25.0289,40.7,0.67,None,None,9.07,ISC,2.9,0.2,MS,IDC,
17186443,2010,12,4,17,39,17.4,-1.0163,-15.6467,10.0,1.81,None,None,None,ISC,3.5,0.3,MS,ISC,
15698998,2010,12,5,1,7,28.48,11.9811,43.9536,4.0,0.54,None,None,None,ISC,3.6,0.1,MS,ISC,
17186469,2010,12,5,2,31,50.49,11.8218,44.0928,4.0,0.96,None,None,None,ISC,3.5,0.2,MS,ISC,
17186479,2010,12,5,3,55,11.75,29.9088,57.6472,9.8,1.02,None,None,7.75,ISC,3.1,0.2,MS,IDC,
15699017,2010,12,5,14,13,33.3,-20.3942,33.315,10.0,0.46,None,None,None,ISC,3.9,0.3,MS,ISC,
17186513,2010,12,5,15,19,48.67,12.0059,44.0564,4.0,1.12,None,None,None,ISC,3.0,0.1,MS,ISC,
17186515,2010,12,5,15,30,12.45,11.8006,43.9944,4.0,0.89,None,None,None,ISC,3.5,0.3,MS,ISC,
15696383,2010,12,5,23,20,16.78,35.3136,28.6013,37.5,0.43,None,None,1.29,ISC,4.2,0.2,MS,ISC,
15699030,2010,12,6,5,16,8.97,38.9326,44.3693,5.7,1.06,None,None,7.91,ISC,3.3,0.3,MS,ISC,
17186539,2010,12,6,5,24,38.52,28.0064,52.5367,15.0,1.17,None,None,None,ISC,2.6,0.2,MS,IDC,
15734349,2010,12,6,11,34,45.55,11.8826,44.132,4.0,0.54,None,None,None,ISC,3.9,0.1,MS,ISC,
17186548,2010,12,6,11,43,47.7,11.7628,44.0819,4.0,1.44,None,None,None,ISC,3.1,0.0,MS,IDC,
17186554,2010,12,6,12,18,17.6,11.9698,44.048,4.0,0.72,None,None,None,ISC,3.8,0.2,MS,ISC,
17186555,2010,12,6,12,29,45.41,11.6357,44.0715,10.0,1.09,None,None,None,ISC,3.3,0.2,MS,ISC,
17186556,2010,12,6,12,44,22.89,11.8854,44.0401,4.0,0.65,None,None,None,ISC,3.8,0.2,MS,ISC,
15933421,2010,12,6,12,55,4.98,11.889,44.0701,4.0,0.77,None,None,None,ISC,3.6,0.1,MS,ISC,
17186557,2010,12,6,13,8,24.26,11.8302,44.0685,4.0,1.04,None,None,None,ISC,3.2,0.3,MS,IDC,
17186558,2010,12,6,13,15,33.37,11.9068,44.0265,4.0,0.93,None,None,None,ISC,3.4,0.2,MS,ISC,
17186559,2010,12,6,13,40,45.61,11.7047,44.0564,10.0,1.08,None,None,None,ISC,3.1,0.0,MS,ISC,
17186563,2010,12,6,14,58,58.73,11.6518,44.0426,10.0,1.02,None,None,None,ISC,3.4,0.4,MS,ISC,
17186598,2010,12,7,10,45,26.24,11.9186,43.9804,4.0,0.89,None,None,None,ISC,3.4,0.1,MS,ISC,
17186600,2010,12,7,11,51,56.48,30.1334,51.6429,15.0,0.71,None,None,None,ISC,2.7,0.2,MS,IDC,
16173608,2010,12,7,13,6,52.55,38.6263,44.514,7.3,1.08,None,None,8.75,ISC,2.9,0.1,MS,IDC,
17186630,2010,12,8,2,45,55.57,-14.3986,48.7238,10.0,1.03,None,None,None,ISC,3.0,0.3,MS,ISC,
15696539,2010,12,8,11,2,31.39,36.0391,4.0858,11.6,1.19,None,None,8.82,ISC,3.7,0.4,ML,IDC,
15734527,2010,12,8,16,57,19.27,34.4294,23.4993,33.0,0.51,None,None,None,ISC,3.2,0.4,MS,ISC,
16391359,2010,12,8,19,18,16.61,37.3298,20.2735,5.5,1.4,None,None,9.46,ISC,3.3,0.2,ML,IDC,
15933469,2010,12,8,21,50,53.69,37.8289,27.3626,13.5,0.79,None,None,5.37,ISC,2.8,0.2,MS,ISC,
16391372,2010,12,8,22,24,3.68,37.3323,20.3188,28.4,1.4,None,None,11.4,ISC,2.4,0.1,MS,IDC,
601607223,2010,12,9,14,29,1.79,38.0829,21.5713,11.4,0.71,None,None,4.56,ISC,2.5,0.3,MS,IDC,
15933491,2010,12,9,17,22,54.65,-0.5952,-16.0198,10.0,0.54,None,None,None,ISC,3.9,0.1,MS,ISC,
15739350,2010,12,9,18,14,46.81,28.5392,52.0555,15.0,0.29,None,None,None,ISC,3.8,0.3,MS,ISC,
17186757,2010,12,9,21,37,0.46,12.7199,58.259,10.0,0.9,None,None,None,ISC,3.0,0.5,MS,ISC,
16173828,2010,12,10,23,21,7.89,36.2719,30.7298,31.6,1.18,None,None,12.1,ISC,3.2,0.4,MS,IDC,
15742690,2010,12,11,5,16,27.91,-0.0916,25.8053,10.0,0.43,None,None,None,ISC,3.5,0.1,MS,ISC,
15743621,2010,12,11,14,6,24.36,11.8616,43.9722,4.0,0.36,None,None,None,ISC,5.0,None,MW,GCMT,
17186833,2010,12,11,14,7,17.34,11.7797,43.8775,4.0,1.27,None,None,None,ISC,3.8,0.1,MS,IDC,
15753798,2010,12,11,23,2,18.94,38.4813,25.5867,11.2,0.94,None,None,6.47,ISC,3.6,0.2,MS,ISC,
17186878,2010,12,12,14,29,34.46,27.3296,55.9546,15.0,0.66,None,None,None,ISC,3.0,0.2,MS,IDC,
15954705,2010,12,12,19,59,19.04,11.9163,43.8905,4.0,0.7,None,None,None,ISC,3.5,0.1,MS,ISC,
15954706,2010,12,12,20,8,59.24,11.7794,44.013,4.0,1.04,None,None,None,ISC,3.3,0.1,MS,ISC,
15782510,2010,12,12,20,34,21.68,0.7552,29.805,21.0,0.37,None,None,None,ISC,4.9,None,MW,GCMT,
16391647,2010,12,12,20,47,12.02,11.707,44.0626,10.0,1.48,None,None,None,ISC,3.7,0.1,MS,ISC,
17186915,2010,12,12,20,55,57.93,11.8388,43.976,4.0,1.61,None,None,None,ISC,3.4,0.2,MS,IDC,
17186917,2010,12,12,21,24,49.11,11.7927,44.0159,4.0,1.43,None,None,None,ISC,3.1,0.1,MS,ISC,
601607373,2010,12,13,18,5,50.41,35.3966,29.5641,29.9,1.46,None,None,12.8,ISC,3.1,0.2,MS,IDC,
15801979,2010,12,14,9,40,56.21,35.4854,21.5344,40.3,0.8,None,None,7.34,ISC,3.0,0.1,MS,ISC,
15849477,2010,12,14,13,58,52.97,38.0608,22.7868,13.7,0.66,None,None,3.9,ISC,3.1,0.2,MS,IDC,
17187026,2010,12,14,17,53,52.84,28.5503,52.0081,15.0,0.78,None,None,None,ISC,3.6,0.5,MS,IDC,
15925372,2010,12,14,19,24,33.08,36.593,21.4654,36.2,0.89,None,None,1.69,ISC,3.1,0.2,ML,IDC,
15797678,2010,12,14,23,1,59.97,36.5986,28.0533,66.5,0.46,None,None,4.73,ISC,2.6,0.1,MS,IDC,
17187034,2010,12,15,0,3,49.06,28.297,56.3428,44.0,1.23,None,None,None,ISC,3.1,0.2,MS,IDC,
15925374,2010,12,15,0,30,39.39,39.4234,52.1037,23.8,1.43,None,None,11.5,ISC,3.2,0.0,MS,IDC,
17187046,2010,12,15,5,9,54.52,-1.2098,-15.0811,10.0,1.92,None,None,None,ISC,3.6,0.2,MS,IDC,
16174121,2010,12,15,6,52,59.96,11.8669,44.0357,4.0,0.82,None,None,None,ISC,3.4,0.1,MS,ISC,
16392258,2010,12,15,9,15,9.15,30.6425,49.8707,10.0,0.71,None,None,None,ISC,2.6,0.3,MS,ISC,
15925378,2010,12,15,13,19,50.01,35.4031,21.5026,22.1,1.01,None,None,8.36,ISC,3.7,0.2,ML,IDC,
17187087,2010,12,15,19,51,33.36,31.2523,50.527,31.0,1.58,None,None,None,ISC,3.0,0.3,ML,IDC,
17187089,2010,12,15,20,59,1.19,27.0514,54.8179,17.0,2.44,None,None,None,ISC,2.8,0.1,MS,ISC,
16174165,2010,12,15,22,2,32.22,37.4851,54.537,10.0,0.59,None,None,None,ISC,2.4,0.2,MS,IDC,
17187099,2010,12,16,1,55,56.25,11.5563,44.0808,10.0,0.97,None,None,None,ISC,3.4,0.1,MS,ISC,
15925380,2010,12,16,2,8,4.81,27.7909,56.3378,28.0,0.5,None,None,None,ISC,3.7,0.8,MS,IDC,
15806336,2010,12,16,3,41,34.49,-28.2481,27.0636,7.9,1.25,None,None,10.3,ISC,4.0,0.3,ML,IDC,
15799836,2010,12,16,6,50,57.92,39.5426,-13.9223,10.0,0.46,None,None,None,ISC,3.0,0.1,MS,IDC,
15803438,2010,12,16,8,1,8.1,-9.2531,41.0563,10.0,0.49,None,None,None,ISC,3.6,0.3,MS,ISC,
16392342,2010,12,16,17,40,0.94,30.54,51.5105,10.0,0.69,None,None,None,ISC,3.8,0.2,ML,IDC,
15954771,2010,12,16,18,23,8.88,17.8547,40.2435,10.0,0.51,None,None,None,ISC,3.8,0.2,MS,ISC,
17187140,2010,12,16,19,55,15.59,12.0232,43.9199,4.0,1.23,None,None,None,ISC,3.3,0.1,MS,IDC,
16174232,2010,12,17,2,18,53.3,34.4957,23.7826,17.3,1.6,None,None,9.65,ISC,3.0,0.3,ML,IDC,
17187160,2010,12,17,6,27,6.88,17.8691,40.2854,35.0,1.18,None,None,None,ISC,3.8,0.2,MS,ISC,
15806358,2010,12,17,7,39,20.71,27.5349,57.7832,16.1,1.47,None,None,9.53,ISC,3.9,0.0,MS,ISC,
